incident_id;created_at;closed_at;incident_type;severity;status;source_system;affected_asset;business_unit;assigned_analyst;resolution_time_minutes;sla_target_minutes;sla_breached;false_positive;escalated;attack_vector;ioc_count;subject;description
INC-20260593;2026-05-06 10:18:00;;privilege_escalation;medium;triage;DLP;10.15.24.88;РИСК ДЕПАРТАМЕНТ;Ivan Petrov;;480;yes;yes;no;brute_force;21;Privilege escalation attempt;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260594;2026-05-09 22:18;2026-05-10 02:18:00;phishing_email;medium;contained;NDR;crm-app-01.bank.local;Комплаенс;Дмитрий Волков;240;240;no;no;no;credential_theft;13;Mass phishing campaign detected;Potential incident from credential_theft. Need correlation with IAM logs and endpoint telemetry.
INC-20260595;2026-04-17T02:30:00+03:00;2026-04-17 02:55;phishing_email;medium;resolved;IAM;cloud-vm-risk-eu-01;РИСК ДЕПАРТАМЕНТ;Дмитрий Волков;25;360;no;no;no;insider;8;User reported phishing email;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260596;2026-04-23 02:55:00;2026-04-23T16:15:00+00:00;suspicious_login;high;contained;DLP;10.15.24.88;Compliance;Ivan Petrov;800;55;yes;no;yes;insider;5;Multiple suspicious login attempts;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260597;2026-05-02 02:05;2026/05/02 02:50;malware_detected;high;resolved;IAM;db-risk-prod-02;Опер. блок;Elena Kryllova;45;180;no;no;yes;malware;3;Malware alert on workstation;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260598;2026-04-12T08:49:00+00:00;2026-04-12T22:09:00+03:00;data_exfiltration;high;resolved;DLP;DB_RISK_PROD_02;Операционный блок;Анна Смирнова;800;120;yes;no;no;insider;34;Возможная выгрузка чувствительных данных;Сработало правило корреляции. Актив DB_RISK_PROD_02, подразделение Операционный блок. Требуется проверка ложного срабатывания.
INC-20260599;2026/04/12 10:30;2026-04-13 13:10;phishing_email;high;false_positive;IAM;db-risk-prod-02;ИТ эксплуатация;Dmitry Volkov;1600;60;yes;yes;yes;phishing;2;Mass phishing campaign detected;Сработало правило корреляции. Актив db-risk-prod-02, подразделение ИТ эксплуатация. Требуется проверка ложного срабатывания.
INC-20260600;2026-05-11T14:00:00+03:00;;phishing_email;high;contained;SIEM;dlp-sensor-msk-01;Finance;Елена Крылова;;120;yes;no;yes;insider;3;User reported phishing email;Potential incident from insider. Need correlation with IAM logs and endpoint telemetry.
INC-20260601;2026-04-24 15:18;2026-04-25 04:38;suspicious_login;high;resolved;NDR;laptop-ivan.petrov;РИСК ДЕПАРТАМЕНТ;Anna Smirnova;800;120;yes;no;no;phishing;0;Impossible travel detected;Detected repeated activity on laptop-ivan.petrov. Business unit: РИСК ДЕПАРТАМЕНТ. Similar pattern was observed earlier this week.
INC-20260602;2026-04-27 10:00:00;;phishing_email;medium;new;IAM;10.15.24.88;Комплаенс;Иван Петров;;360;no;yes;no;insider;21;Фишинговое письмо с вложением;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260603;2026-04-15 00:30;2026-04-15T07:00:00+00:00;malware_detected;high;contained;IAM;DB_RISK_PROD_02;Розничный бизнес;Anna Smirnova;390;60;yes;no;yes;insider;8;EDR detected suspicious executable;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260604;26.04.2026 00:49:00;2026-04-26 04:49;malware_detected;medium;resolved;DLP;srv-core-pay-01;Retail Banking;Elena Kryllova;240;20;yes;no;no;insider;8;EDR detected suspicious executable;Alert triggered by DLP. Asset srv-core-pay-01 generated 8 IOC events. Requires analyst validation.
INC-20260605;2026-04-12T22:55:00+00:00;2026-04-12 23:20;ransomware_activity;medium;resolved;EDR;mail-gw-02;IT Operations;;25;480;no;no;no;brute_force;21;Suspicious file encryption pattern;Potential incident from brute_force. Need correlation with IAM logs and endpoint telemetry.
INC-20260606;2026-04-10 13:05;04/10/2026 03:15 PM;privilege_escalation;low;resolved;EDR;dlp-sensor-msk-01;Risk Department;Дмитрий Волков;130;720;no;no;no;insider;3;Privilege escalation attempt;Potential incident from insider. Need correlation with IAM logs and endpoint telemetry.
INC-20260607;2026-04-17 15:43;2026-04-17 16:28;malware_detected;high;contained;NDR;ws-fin-1045;Риск-департамент;Дмитрий Волков;45;120;no;no;yes;brute_force;34;Malware alert on workstation;Alert triggered by NDR. Asset ws-fin-1045 generated 34 IOC events. Requires analyst validation.
INC-20260608;04/22/2026 02:00 AM;2026/04/22 04:10;brute_force_attack;low;contained;IAM;mail-gw-02;РИСК ДЕПАРТАМЕНТ;Sergey Unknown;130;960;no;no;no;insider;13;Brute force attempts against VPN;Сработало правило корреляции. Актив mail-gw-02, подразделение РИСК ДЕПАРТАМЕНТ. Требуется проверка ложного срабатывания.
INC-20260609;2026-05-09 01:18;2026-05-09 05:18:00;ransomware_activity;medium;resolved;NDR;172.20.10.15;Комплаенс;Dmitry Volkov;240;480;no;no;no;credential_theft;2;Suspicious file encryption pattern;Detected repeated activity on 172.20.10.15. Business unit: Комплаенс. Similar pattern was observed earlier this week.
INC-20260610;2026/04/19 13:30;;anomalous_traffic;low;new;SIEM;DB_RISK_PROD_02;IT Operations;;;720;no;no;no;insider;8;NDR detected unusual network flow;Alert triggered by SIEM. Asset DB_RISK_PROD_02 generated 8 IOC events. Requires analyst validation.
INC-20260611;2026-05-05 00:18:00;;phishing_email;medium;investigating;DLP;WS-FIN-1045;Retail Banking;Dmitry Volkov;;480;no;no;no;malware;1;Mass phishing campaign detected;Potential incident from malware. Need correlation with IAM logs and endpoint telemetry.
INC-20260612;2026-05-05T02:05:00+00:00;;anomalous_traffic;low;triage;IAM;ws-fin-1045;Розничный бизнес;Елена Крылова;;999;yes;no;no;malware;8;Нетипичный сетевой трафик;Potential incident from malware. Need correlation with IAM logs and endpoint telemetry.
INC-20260613;2026-05-01 10:30;;suspicious_login;medium;investigating;NDR;dlp-sensor-msk-01;Финансовый департамент;Anna Smirnova;;240;yes;no;no;credential_theft;21;Multiple suspicious login attempts;Potential incident from credential_theft. Need correlation with IAM logs and endpoint telemetry.
INC-20260614;2026-04-23 13:18:00;2026-04-24 15:58;ransomware_activity;medium;resolved;IAM;db-risk-prod-02;Опер. блок;Иван Петров;1600;360;yes;no;no;phishing;1;Suspicious file encryption pattern;Potential incident from phishing. Need correlation with IAM logs and endpoint telemetry.
INC-20260615;2026-05-01T02:43:00+03:00;01.05.2026 02:55:00;suspicious_login;medium;resolved;IAM;WS-FIN-1045;РИСК ДЕПАРТАМЕНТ;Sergey Unknown;12;240;no;no;no;credential_theft;5;Multiple suspicious login attempts;Detected repeated activity on WS-FIN-1045. Business unit: РИСК ДЕПАРТАМЕНТ. Similar pattern was observed earlier this week.
INC-20260616;2026-04-26 08:18;2026-04-26 10:28;ransomware_activity;critical;false_positive;EDR;WS-FIN-1045;Операционный блок;Dmitry Volkov;130;15;yes;yes;no;phishing;34;Suspicious file encryption pattern;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset.
INC-20260617;21.04.2026 22:00:00;2026-04-21T22:12:00+00:00;phishing_email;medium;resolved;IAM;db-risk-prod-02;РИСК ДЕПАРТАМЕНТ;;12;240;no;yes;no;exploit;5;Фишинговое письмо с вложением;Detected repeated activity on db-risk-prod-02. Business unit: РИСК ДЕПАРТАМЕНТ. Similar pattern was observed earlier this week.
INC-20260618;2026-04-23 15:55;2026-04-23T22:25:00+03:00;brute_force_attack;high;resolved;SIEM;auth-gw-prod-01;Retail Banking;Sergey Unknown;390;120;yes;no;no;insider;2;Repeated failed authentication;Сработало правило корреляции. Актив auth-gw-prod-01, подразделение Retail Banking. Требуется проверка ложного срабатывания.
INC-20260619;2026-04-22T10:43:00+00:00;;anomalous_traffic;medium;triage;NDR;172.20.10.15;РИСК ДЕПАРТАМЕНТ;Дмитрий Волков;;360;yes;no;no;credential_theft;21;Anomalous outbound traffic spike;Potential incident from credential_theft. Need correlation with IAM logs and endpoint telemetry.
INC-20260620;2026-04-16T08:05:00+03:00;;anomalous_traffic;low;false_positive;SIEM;srv-core-pay-01;Финансовый департамент;Elena Kryllova;;1500;no;yes;no;exploit;3;Anomalous outbound traffic spike;Сработало правило корреляции. Актив srv-core-pay-01, подразделение Финансовый департамент. Требуется проверка ложного срабатывания.
INC-DUP-001;2026-04-25T22:18:00+03:00;;anomalous_traffic;high;triage;NDR;db-risk-prod-02;Compliance;Дмитрий Волков;;180;yes;no;yes;malware;21;NDR detected unusual network flow;Potential incident from malware. Need correlation with IAM logs and endpoint telemetry.
INC-DUP-002;2026-05-10T02:17:00Z;2026-04-23T16:14:00+00:00;privilege_escalation;high;false_positive;NDR;DB_RISK_PROD_02;РИСК ДЕПАРТАМЕНТ;Sergey Unknown;25;60;no;yes;yes;malware;1;Unexpected admin privilege assignment;Похожий инцидент уже фиксировался ранее: одинаковый источник, похожий subject и повторяющийся affected_asset. Near duplicate with changed analyst and business unit spelling.
INC-EDGE-001;Sat, 09 May 2026 23:55:00 +0300;;ransomware_activity;critical;investigating;EDR;FS-PROD-CORE-01;Finance;Мария Неизвестная;;30;yes;no;yes;malware;34;Potential ransomware behavior on file server;Night weekend critical incident. Massive file rename pattern, EDR telemetry incomplete.
INC-EDGE-002;2026-05-11 01:12 MSK;2026-05-11 04:40 MSK;brute_force_attack;high;resolved;IAM;vpn-gw-prod-01;Опер. блок;Elena Kryllova;208;120;yes;no;yes;brute_force;21;Repeated failed authentication against VPN;Night brute force against VPN gateway. Analyst name has spelling mismatch.
INC-EDGE-003;2026/05/12 03:05;;data_exfiltration;critical;triage;DLP;DB_RISK_PROD_02;Risk Department;;;15;yes;no;yes;insider;13;DLP detected possible data leak;No assigned analyst. Potential data export from critical database after business hours.
